indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity
IOC04227,IP Address,35.16.72.47,Brute Force,Unknown,Medium,Low
IOC04228,Email Address,osmith@example.net,Phishing,Insider Threat,High,High
IOC04229,IP Address,223.158.105.193,Adware,Anonymous Group,Medium,High
IOC04230,Email Address,debraellis@example.org,Ransomware,Threat Group Alpha,Medium,Medium
IOC04231,URL,http://lee.com/blogauthor.html,Worm,Script Kiddie,Medium,Medium
IOC04232,IP Address,213.6.106.136,Worm,Insider Threat,High,Critical
IOC04233,URL,https://jones.com/category/blog/tagterms.asp,Adware,Threat Group Alpha,Low,Medium
IOC04234,File Hash (SHA256),4b278df4e067339903c4b92fd3a619a44784af7841dc056294882a74e4773f2c,Ransomware,Organized Crime Syndicate,High,High
IOC04235,File Hash (SHA256),cc0a36d7054f6ef2c03c4f9cadc5152c9f23922706856bb85abc16600990902c,Adware,Threat Group Bravo,Low,High
IOC04236,Domain,jackson-walker.com,Malware,Threat Group Alpha,High,Medium
IOC04237,Email Address,nielsencraig@example.org,Trojan,Unknown,Low,Critical
IOC04238,Domain,ferguson-avila.com,Brute Force,Threat Group Bravo,High,Critical
IOC04239,IP Address,220.136.73.239,Adware,Unknown,Medium,Medium
IOC04240,IP Address,75.183.25.55,Spyware,Threat Group Charlie,Medium,Medium
IOC04241,File Hash (SHA256),9dca3d071ec17300873be5defab586159d858075b779926218bd60b6102475ac,Ransomware,Organized Crime Syndicate,Medium,High
IOC04242,Email Address,judith95@example.org,DDoS,Nation-State Actor (Unattributed),Low,High
IOC04243,IP Address,6.163.158.59,Spyware,Threat Group Bravo,Low,High
IOC04244,Domain,ortiz.com,Trojan,Anonymous Group,Low,Medium
IOC04245,Domain,mason.com,Brute Force,Threat Group Charlie,Medium,Low
IOC04246,URL,http://adams-davis.info/tags/categories/categorieshomepage.html,Rootkit,Threat Group Bravo,High,High
IOC04247,File Hash (SHA256),c972ae1b62bf018afcc171b14100945df89ac35b94f0ba2c1033f0f3955d80a3,Adware,Insider Threat,Low,High
IOC04248,Email Address,gloria98@example.com,Cryptojacking,Threat Group Bravo,Medium,High
IOC04249,URL,https://www.cooke.com/tagscategory.php,Backdoor,Organized Crime Syndicate,High,Medium
IOC04250,URL,https://hernandez-nguyen.net/categoryabout.jsp,Phishing,Hacktivist Collective,Medium,Critical
IOC04251,IP Address,183.205.240.242,Malware,Organized Crime Syndicate,High,Medium
IOC04252,URL,http://www.brewer.org/search/categories/categoriesindex.asp,Cryptojacking,Threat Group Alpha,Low,Medium
IOC04253,Email Address,jonesrobert@example.net,Malware,Insider Threat,High,Critical
IOC04254,URL,http://colon.com/mainmain.html,Malware,Threat Group Bravo,Low,High
IOC04255,IP Address,154.182.229.231,Spyware,Script Kiddie,High,High
IOC04256,File Hash (SHA256),83ab20b425258ea5ee663a78a2150d6fe2c18c08f1db8d1d37a3f3a281fb2cfc,Trojan,Anonymous Group,Low,Low
IOC04257,File Hash (SHA256),313dfe5670ccdd050528619d2b5793058c43fbcbee7de84f852da46a49c1d2a3,SQL Injection Campaign,Hacktivist Collective,Medium,Critical
IOC04258,File Hash (SHA256),1da62bfe17c3031466124406739ac57b2715ca4f98fdaeeb66b9626f5daa3d7c,Backdoor,Threat Group Bravo,Medium,Low
IOC04259,URL,https://smith.com/posts/wp-content/maincategory.htm,Brute Force,Anonymous Group,High,Medium
IOC04260,File Hash (SHA256),9736da5b355646d30a1591e740b3254b6177eec74b3fb6441117869796fa5321,Ransomware,Nation-State Actor (Unattributed),Medium,Medium
IOC04261,Email Address,richard92@example.net,DDoS,Hacktivist Collective,Low,Low
IOC04262,Email Address,dana93@example.net,Brute Force,Nation-State Actor (Unattributed),High,High
IOC04263,File Hash (SHA256),42fcd863989943ebfbf049941ace59b5d0aeb77abd4df1c4e9c0ddddf6a8a6ec,Rootkit,Script Kiddie,Low,High
IOC04264,URL,https://pacheco-williams.com/tagsabout.php,Spyware,Insider Threat,Medium,Medium
IOC04265,Domain,potter.org,Backdoor,Organized Crime Syndicate,Low,Medium
IOC04266,File Hash (SHA256),f0d4680cfaf906b5e30375e6ad20206d0af4301a558e4c84cff9457862867e7f,Spyware,Threat Group Charlie,Medium,High
IOC04267,URL,https://www.fox.net/appabout.jsp,Keylogger,Threat Group Bravo,High,Medium
IOC04268,Email Address,mitchellwilliam@example.org,Cryptojacking,Threat Group Charlie,Medium,Medium
IOC04269,IP Address,203.23.127.94,Adware,Anonymous Group,Low,Low
IOC04270,IP Address,215.84.163.5,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,High
IOC04271,Domain,hill-salinas.com,Cryptojacking,Unknown,High,Low
IOC04272,URL,http://long-cortez.com/list/apphome.php,Worm,Unknown,Low,High
IOC04273,File Hash (SHA256),cfc5f31aa78ccfbc3949ed79d48a74457925799b89ce7fc56251e3e0a3d760bc,Adware,Threat Group Bravo,High,Medium
IOC04274,Domain,neal.com,Backdoor,Hacktivist Collective,High,Medium
IOC04275,File Hash (SHA256),277b9523f3b1db27c8392546c5f700fcaef8f776d303dd288dfc47feaa7326c0,Spyware,Threat Group Alpha,Medium,Low
IOC04276,IP Address,186.169.2.101,Brute Force,Threat Group Alpha,Low,Low
IOC04277,URL,http://smith.com/wp-contentabout.html,Ransomware,Organized Crime Syndicate,High,Medium
IOC04278,File Hash (SHA256),0cf90726827b77c30d1e4fa852a4645f54a185343336ca9f2cc4a0bc54aaa2ad,Worm,Script Kiddie,Low,Medium
IOC04279,Email Address,calhounstephanie@example.com,Trojan,Threat Group Bravo,High,High
IOC04280,File Hash (SHA256),022a37050dd2d6a224ec992325bd3d0f197e6341ce6122e8d3d9c40993f39a09,Trojan,Threat Group Bravo,Medium,Medium
IOC04281,File Hash (SHA256),a4da2529acb837f62c88799d891520fd18a10144ff83e40b4caad3735c69d71a,Ransomware,Threat Group Bravo,High,High
IOC04282,Email Address,johnarmstrong@example.org,SQL Injection Campaign,Insider Threat,High,Medium
IOC04283,IP Address,193.94.207.20,Botnet,Anonymous Group,Low,Medium
IOC04284,File Hash (SHA256),ad73b70d60d0426711ba36b922a76ffab87315425f6cdda16483f18bc8b134fa,Worm,Threat Group Alpha,Medium,Medium
IOC04285,File Hash (SHA256),c46243b3fe45d88cbd2e8bdfa9778e243418ffdabe3bc798b1c4c2cea9b60935,DDoS,Organized Crime Syndicate,High,Medium
IOC04286,Domain,roberts-bauer.com,SQL Injection Campaign,Threat Group Charlie,Medium,Medium
IOC04287,Domain,higgins.com,Trojan,Organized Crime Syndicate,Low,High
IOC04288,URL,https://herman-smith.com/tag/tagsmain.htm,DDoS,Insider Threat,Low,High
IOC04289,Domain,turner-brennan.com,Worm,Anonymous Group,Medium,Low
IOC04290,URL,https://lloyd.com/explore/bloglogin.php,Spyware,Threat Group Charlie,Low,Medium
IOC04291,Email Address,russelldixon@example.com,Adware,Nation-State Actor (Unattributed),Low,Medium
IOC04292,URL,http://www.edwards.com/searchabout.php,Rootkit,Organized Crime Syndicate,Medium,Medium
IOC04293,IP Address,42.57.205.195,Botnet,Organized Crime Syndicate,Low,Medium
IOC04294,IP Address,187.69.124.136,Worm,Insider Threat,Medium,Critical
IOC04295,URL,https://velasquez-patterson.com/tags/categorylogin.html,Ransomware,Script Kiddie,Medium,Medium
IOC04296,IP Address,112.95.222.94,Keylogger,Organized Crime Syndicate,Low,Medium
IOC04297,Email Address,sharon42@example.com,SQL Injection Campaign,Threat Group Charlie,Low,Medium
IOC04298,IP Address,213.235.38.24,Worm,Threat Group Alpha,Low,Low
IOC04299,IP Address,56.40.135.202,Brute Force,Unknown,Medium,High
IOC04300,File Hash (SHA256),bea76da3cf5165ef29f66f46a80c7a7fa9d3435c030bf9146d8f942cce6f4e43,Spyware,Anonymous Group,Low,Medium
IOC04301,URL,https://martinez.org/postshome.php,Ransomware,Threat Group Bravo,Medium,Medium
IOC04302,URL,http://nelson-pena.com/app/wp-contentprivacy.php,Worm,Unknown,Low,Medium
IOC04303,Domain,brown-smith.com,Rootkit,Hacktivist Collective,Low,Medium
IOC04304,IP Address,174.190.171.179,Malware,Nation-State Actor (Unattributed),Medium,Low
IOC04305,IP Address,145.130.251.228,DDoS,Organized Crime Syndicate,Medium,Medium
IOC04306,IP Address,125.130.233.186,Trojan,Insider Threat,Low,Medium
IOC04307,IP Address,98.220.68.35,Backdoor,Threat Group Bravo,High,Critical
IOC04308,Email Address,angela28@example.org,Keylogger,Hacktivist Collective,Medium,Low
IOC04309,Domain,barker-jones.info,Spyware,Script Kiddie,Medium,Medium
IOC04310,Domain,travis.com,Backdoor,Threat Group Bravo,Medium,Low
IOC04311,Email Address,nbrowning@example.net,Keylogger,Anonymous Group,High,Medium
IOC04312,File Hash (SHA256),d6d38ffe6e1e6694a84a70f4ddfdcfaa3d8f416878be315bb4f0a423afbb32e5,Rootkit,Insider Threat,Medium,Medium
IOC04313,URL,https://mullen.com/categories/categories/mainindex.php,Botnet,Hacktivist Collective,Low,Medium
IOC04314,IP Address,8.206.155.80,Rootkit,Nation-State Actor (Unattributed),High,Medium
IOC04315,File Hash (SHA256),631ac5e2e6da3e1c47f68e00baf3afc1c4103cfabd2d80b614949617aaa68224,Trojan,Threat Group Charlie,Medium,Medium
IOC04316,File Hash (SHA256),4db8f284b98d4aa1ad23fde55832a46cba3404a0b2f4b59a179e35a873c47fc1,Cryptojacking,Threat Group Bravo,Low,Medium
IOC04317,File Hash (SHA256),06280dacb7cda3d005194c4394895d4e4437dd1bd61c44814941ba97284e96d5,Brute Force,Script Kiddie,High,Low
IOC04318,File Hash (SHA256),b42c72c812c3ad918838e2a455771c42fea7abff4998edfc4c3e7ce94d845fa8,Botnet,Script Kiddie,Medium,High
IOC04319,Domain,turner.org,Phishing,Nation-State Actor (Unattributed),High,High
IOC04320,Email Address,abennett@example.org,SQL Injection Campaign,Insider Threat,Medium,Medium
IOC04321,File Hash (SHA256),f24438a0935ea2eda8c8c5272a56dab64332731cd2f4bbfc751a2482e07d36c8,Phishing,Threat Group Bravo,High,Low
IOC04322,URL,https://beck.com/list/mainmain.htm,Spyware,Threat Group Charlie,Medium,High
IOC04323,URL,https://www.lambert-anderson.com/tag/search/tagspost.htm,Rootkit,Script Kiddie,Low,Critical
IOC04324,Domain,cook.biz,Botnet,Organized Crime Syndicate,High,High
IOC04325,Email Address,nmack@example.org,Phishing,Script Kiddie,Medium,Low
IOC04326,URL,https://lee-morgan.com/wp-contenthome.html,Worm,Threat Group Alpha,High,Medium
IOC04327,File Hash (SHA256),de59169a3f914335be9c2edf20a1660360d3b61a26ecb7ea4ed1e5bc98f98aab,Rootkit,Insider Threat,Medium,High
IOC04328,IP Address,39.65.144.125,Ransomware,Anonymous Group,Medium,Medium
IOC04329,File Hash (SHA256),bc398394df75136735a92100709a5e38443223e99f8cab617166f7172d36ff96,SQL Injection Campaign,Script Kiddie,Medium,Medium
IOC04330,File Hash (SHA256),9d929367c0f68d4f98ecf980e60d95500c29860a05db3bb8721922db3ea7a52b,DDoS,Anonymous Group,Medium,Critical
IOC04331,URL,http://www.lucas.info/categories/list/categoryabout.html,Worm,Nation-State Actor (Unattributed),Medium,Critical
IOC04332,IP Address,135.66.129.205,Trojan,Threat Group Alpha,Medium,Low
IOC04333,Domain,francis.com,Backdoor,Threat Group Charlie,Medium,Critical
IOC04334,Domain,watson.org,SQL Injection Campaign,Organized Crime Syndicate,High,Low
IOC04335,IP Address,97.51.46.249,Rootkit,Threat Group Bravo,Low,High
IOC04336,Email Address,nicolesalinas@example.com,Keylogger,Hacktivist Collective,Medium,High
IOC04337,Email Address,mitchell41@example.net,Brute Force,Script Kiddie,Medium,Medium
IOC04338,File Hash (SHA256),97852e9a964687f474013587860ae8ab84d71a7e22465064b7cdf1e8f4c71611,Trojan,Organized Crime Syndicate,Low,High
IOC04339,Email Address,vanessamurphy@example.com,Rootkit,Unknown,High,Critical
IOC04340,Domain,ryan.org,DDoS,Anonymous Group,Medium,High
IOC04341,IP Address,142.113.112.148,Botnet,Threat Group Charlie,Medium,High
IOC04342,Domain,fischer-peterson.com,Backdoor,Threat Group Alpha,Low,Low
IOC04343,URL,http://woods.net/categories/wp-contentauthor.html,SQL Injection Campaign,Organized Crime Syndicate,Low,Medium
IOC04344,File Hash (SHA256),105352d098a604539076a560d413b8a74c2a18521a4fc9214fe51ac131059ac9,Botnet,Threat Group Bravo,Medium,Low
IOC04345,File Hash (SHA256),a6c07ed00e685a4a83bd6612de9576a78fd0aefae1cdb47de111529170680ee9,Cryptojacking,Threat Group Charlie,Medium,Medium
IOC04346,IP Address,185.83.63.131,Adware,Unknown,High,High
IOC04347,Email Address,heidi32@example.org,Phishing,Hacktivist Collective,High,High
IOC04348,URL,https://www.obrien-wilson.com/list/taglogin.htm,Worm,Script Kiddie,Medium,Medium
IOC04349,File Hash (SHA256),dbc4c0feb8964968bf4bfa144640abf88104d55a3c59671a41f6df6f8de1e924,Botnet,Threat Group Bravo,Low,High
IOC04350,IP Address,206.167.50.199,Malware,Anonymous Group,Medium,Low
IOC04351,Email Address,lewiscatherine@example.net,Rootkit,Unknown,High,High
IOC04352,IP Address,44.91.206.184,Rootkit,Nation-State Actor (Unattributed),Low,High
IOC04353,Domain,joseph.com,Backdoor,Anonymous Group,Low,Low
IOC04354,File Hash (SHA256),4a1fb6003db246b7ba038a19ba4e167e099d339d408cea29387b91d4316f30ff,Botnet,Insider Threat,Medium,Low
IOC04355,File Hash (SHA256),2cf64262f837c5fd842ad8b51023bb0e0d5a20fdccc8c27bddba7547cdc2a008,Cryptojacking,Anonymous Group,Medium,Medium
IOC04356,IP Address,5.4.27.15,Worm,Unknown,High,Medium
IOC04357,Domain,cooper-bright.com,Spyware,Insider Threat,Low,Critical
IOC04358,Email Address,robert58@example.com,Adware,Threat Group Alpha,Low,Critical
IOC04359,URL,https://www.cohen-ross.com/posts/listabout.html,Phishing,Threat Group Alpha,Medium,High
IOC04360,Domain,gonzalez-rodriguez.com,Malware,Organized Crime Syndicate,Medium,Low
IOC04361,IP Address,151.240.155.144,Malware,Nation-State Actor (Unattributed),High,High
IOC04362,IP Address,144.161.246.75,Botnet,Hacktivist Collective,High,Medium
IOC04363,Domain,gutierrez.biz,Backdoor,Organized Crime Syndicate,Medium,High
IOC04364,URL,https://www.chang-murray.com/category/wp-content/searchterms.html,Cryptojacking,Unknown,High,High
IOC04365,Domain,ruiz-murphy.com,Worm,Threat Group Alpha,Low,Critical
IOC04366,Domain,bartlett-ortiz.info,Backdoor,Organized Crime Syndicate,Medium,Low
IOC04367,URL,https://www.crawford.com/tags/blog/poststerms.html,Keylogger,Unknown,Medium,Medium
IOC04368,File Hash (SHA256),c0839602e44e72adda05c8d0a6aff55b8e17c99ee9350a7e2546286da0f8c3f7,Cryptojacking,Nation-State Actor (Unattributed),High,Low
IOC04369,IP Address,73.231.27.178,Ransomware,Unknown,Low,Medium
IOC04370,File Hash (SHA256),c57bc7ba7ecdaa6f7d933dfa04e1e619729cd909395ea88b5f5722459784b3ed,Phishing,Unknown,Medium,High
IOC04371,URL,https://www.lynn.com/explore/tags/postsindex.asp,Trojan,Threat Group Alpha,Medium,High
IOC04372,URL,https://www.white.com/main/categoryabout.html,Rootkit,Threat Group Charlie,Medium,Low
IOC04373,File Hash (SHA256),7d8253fba45f096b0ae2f6b3c4521c5e2423fd238302e92251be394c27614aaa,Trojan,Script Kiddie,High,Medium
IOC04374,File Hash (SHA256),19887b7bc9a72d87a13d6f0d0f7c6e9d9b26d8a93fb72cdd72f0f3a0770f5d79,DDoS,Threat Group Bravo,High,Low
IOC04375,Domain,gomez.org,Ransomware,Organized Crime Syndicate,Medium,Medium
IOC04376,URL,https://oneal.biz/listabout.htm,Botnet,Organized Crime Syndicate,High,Low
IOC04377,File Hash (SHA256),2ed8e5aba0fe7b5810074c6eae403fb45e71f215e9197c71e443119bd8bb65b2,Rootkit,Hacktivist Collective,Low,Low
IOC04378,Domain,shah.org,Botnet,Threat Group Charlie,Medium,Medium
IOC04379,URL,http://underwood.info/blogauthor.html,Malware,Unknown,Medium,Medium
IOC04380,URL,http://ward-wilson.net/tags/wp-contentprivacy.html,Adware,Anonymous Group,Low,Low
IOC04381,IP Address,223.66.7.132,Ransomware,Hacktivist Collective,Medium,High
IOC04382,Domain,chavez-stokes.net,Phishing,Script Kiddie,Medium,Medium
IOC04383,Domain,faulkner-haas.com,Keylogger,Threat Group Bravo,Medium,High
IOC04384,IP Address,220.175.221.194,Backdoor,Hacktivist Collective,Low,Medium
IOC04385,URL,http://www.pearson.com/tag/search/categoryfaq.htm,Malware,Organized Crime Syndicate,High,Low
IOC04386,Email Address,bellsandra@example.net,Worm,Organized Crime Syndicate,Low,Medium
IOC04387,Domain,whitney.com,DDoS,Organized Crime Syndicate,Medium,Medium
IOC04388,Email Address,robert19@example.net,SQL Injection Campaign,Hacktivist Collective,Low,High
IOC04389,URL,http://www.sandoval-townsend.info/tag/mainabout.asp,Ransomware,Unknown,Low,High
IOC04390,File Hash (SHA256),6f07be5c23fe1a5e69d5406a34963b461861335ef334a283b7cdd0777476c7fb,SQL Injection Campaign,Nation-State Actor (Unattributed),Medium,Critical
IOC04391,URL,http://www.frederick.com/app/mainfaq.htm,Malware,Unknown,High,High
IOC04392,URL,http://jimenez.com/search/blog/tagsterms.htm,Botnet,Threat Group Bravo,Medium,Critical
IOC04393,URL,https://www.hickman.com/tag/tags/mainpost.asp,Phishing,Threat Group Charlie,High,Medium
IOC04394,Domain,oneill-smith.net,DDoS,Script Kiddie,Medium,High
IOC04395,IP Address,18.119.217.252,Cryptojacking,Script Kiddie,Low,Low
IOC04396,URL,http://lane.com/categories/listabout.html,Brute Force,Insider Threat,Low,Medium
IOC04397,File Hash (SHA256),0c7873a9a0ffd16cd627b1aff5ccbe2821e68549573efb150f9f757de80ebd3b,Rootkit,Hacktivist Collective,Low,Medium
IOC04398,Email Address,cameronvasquez@example.org,DDoS,Threat Group Alpha,Low,Medium
IOC04399,File Hash (SHA256),89eff579ebd8b8bf3d7cb7f7bdc15eb7fb246f8e338562328b26e82e67a04838,Rootkit,Organized Crime Syndicate,High,Medium
IOC04400,Domain,walters-harris.com,Rootkit,Nation-State Actor (Unattributed),Low,Low
IOC04401,URL,https://obrien-jackson.com/categorylogin.html,Adware,Script Kiddie,Low,High
IOC04402,Domain,singleton.com,Backdoor,Script Kiddie,Medium,High
IOC04403,IP Address,184.143.219.254,Worm,Threat Group Alpha,Medium,High
IOC04404,URL,http://diaz-burgess.info/tag/tagcategory.php,Phishing,Organized Crime Syndicate,High,Medium
IOC04405,Domain,hernandez.biz,Trojan,Organized Crime Syndicate,Medium,Low
IOC04406,URL,http://www.johnson.com/explore/tagabout.php,Backdoor,Threat Group Bravo,High,Low
IOC04407,Domain,burke.biz,Spyware,Insider Threat,Low,High
IOC04408,URL,https://www.king.com/app/mainmain.php,Cryptojacking,Anonymous Group,Low,High
IOC04409,IP Address,197.95.39.182,Botnet,Threat Group Bravo,High,Low
IOC04410,File Hash (SHA256),41c0cd19ca2af80d803b83c399334d985f3b33f264f2f9c1a7b856869b1205b0,Keylogger,Threat Group Alpha,Medium,Medium
IOC04411,Domain,snyder.net,Brute Force,Nation-State Actor (Unattributed),High,High
IOC04412,File Hash (SHA256),99ceb670231bc41b3ab32887e850348028577b4ca98aef772d2b325ae13a0358,Brute Force,Nation-State Actor (Unattributed),Low,Critical
IOC04413,URL,https://www.fleming.biz/appprivacy.htm,DDoS,Threat Group Charlie,Low,Critical
IOC04414,Domain,graves-porter.com,Brute Force,Hacktivist Collective,Medium,Medium
IOC04415,File Hash (SHA256),1cdecb9497152244656fb90e6c1df27679c612ae68be4785f605ffacc4a3a310,Ransomware,Organized Crime Syndicate,Low,Medium
IOC04416,IP Address,216.88.135.141,DDoS,Script Kiddie,High,Medium
IOC04417,IP Address,182.108.20.30,Adware,Insider Threat,Low,High
IOC04418,File Hash (SHA256),94423d39a85e96fbd3ec431c82acd9e10188cf22a938bfb3fa35957c9557ea16,Botnet,Hacktivist Collective,Low,Medium
IOC04419,Domain,swanson-white.com,Adware,Threat Group Bravo,Low,High
IOC04420,Email Address,christopher22@example.com,Brute Force,Anonymous Group,High,High
IOC04421,Email Address,pamela96@example.org,Phishing,Unknown,Medium,Low
IOC04422,File Hash (SHA256),03f192ddd2275a76b8e47084b0d30d81a6b0ac602a034aa20a1b7d525b328fa6,Ransomware,Threat Group Alpha,Medium,Medium
IOC04423,Domain,arellano.com,Botnet,Script Kiddie,High,Medium
IOC04424,URL,https://www.gibson.com/list/category/searchfaq.html,Keylogger,Threat Group Charlie,High,Low
IOC04425,File Hash (SHA256),fbe9ed7579410967e86928a9886a95b2832cdae5b718b74486a68a30c91ff472,Worm,Hacktivist Collective,Low,Medium
IOC04426,IP Address,202.17.209.19,Keylogger,Nation-State Actor (Unattributed),High,Medium
IOC04427,URL,https://www.roberts.net/tagscategory.asp,Spyware,Threat Group Charlie,High,Critical
IOC04428,Domain,moore.com,Spyware,Unknown,Medium,High
IOC04429,Domain,kelly-brown.com,Ransomware,Unknown,Medium,Critical
IOC04430,URL,http://www.leon.com/posts/posts/categoriesindex.html,Backdoor,Threat Group Bravo,Low,High
IOC04431,IP Address,203.62.60.141,DDoS,Script Kiddie,High,Medium
IOC04432,URL,http://gonzales.com/list/search/searchlogin.jsp,DDoS,Anonymous Group,High,Critical
IOC04433,File Hash (SHA256),220ee8ede3201dae8846304085d9d45aa12991c6ec8ea499aabf0c56067e9d93,DDoS,Anonymous Group,High,High
IOC04434,Email Address,lopezsarah@example.org,Malware,Script Kiddie,High,Critical
IOC04435,IP Address,209.175.94.79,Rootkit,Organized Crime Syndicate,Low,High
IOC04436,File Hash (SHA256),6508c2680e24eadf4bc87d3f7150822eb707e28fde73f32bc3f4d94a0120023d,DDoS,Hacktivist Collective,Medium,High
